Age,Annual Income,Spending Score
87,97521,4
35,188659,38
73,165317,70
19,179553,33
84,76615,49
74,28809,18
27,112143,11
61,62204,74
41,138359,79
27,189580,92
84,27593,86
64,106798,60
88,43302,28
81,157448,64
28,46383,45
45,27858,98
86,74395,95
41,110240,66
34,103152,53
46,197447,37
85,54029,84
50,58267,74
18,92870,47
74,84161,17
84,27598,61
25,110272,4
36,72942,3
41,33166,98
42,177137,46
81,101078,23
25,121952,95
26,94811,40
24,191499,97
22,172849,90
42,80041,33
71,151678,93
63,140920,23
54,161757,1
45,184031,18
89,127370,93
53,160714,12
75,59182,76
57,161858,28
86,98918,55
39,80927,3
56,177710,90
67,55805,42
35,47204,49
39,58698,8
75,125398,25
66,65088,100
52,84740,58
57,193597,33
22,48037,92
59,137121,37
41,35307,79
69,154674,67
59,127921,49
77,42953,43
83,138089,11
37,151578,100
73,103224,44
80,195726,67
22,48681,84
36,139139,87
70,32284,24
57,49559,12
72,40145,56
73,144401,73
35,134798,20
57,83374,10
38,146412,76
58,103436,93
53,148873,6
77,42635,27
82,104966,30
24,178004,7
79,104869,76
30,178671,74
42,123545,57
53,189419,62
31,102578,51
26,48776,89
87,170557,35
49,112382,34
78,28023,3
25,193566,56
32,83037,70
43,101871,33
50,26811,22
43,139631,19
51,32218,59
71,164876,44
86,24665,27
42,131830,2
66,187560,6
37,39192,46
52,198962,48
43,99031,20
56,186643,47
42,104019,39
29,191079,73
89,169653,30
20,61316,99
51,23876,14
77,151476,61
22,155741,37
52,115542,92
50,127292,25
86,99936,56
37,65751,69
50,46339,33
46,42984,63
20,159909,10
60,154753,81
66,97759,34
58,129533,40
77,114109,56
25,193099,61
36,25679,27
83,53064,29
72,90949,85
37,58954,29
22,87050,18
48,180428,78
69,34294,1
51,42047,86
62,177862,83
58,52883,76
84,42024,92
34,43908,39
62,68465,71
74,187688,34
78,185488,73
69,111978,66
69,40871,23
29,28669,47
74,177804,25
31,25148,63
79,77591,32
34,113964,63
80,129865,44
61,107955,71
89,129756,54
50,114366,31
51,119324,31
19,76012,60
20,94345,25
22,39157,69
39,89863,86
72,166995,4
53,86365,13
34,173623,2
39,163949,98
72,40658,20
77,77513,82
52,121475,80
82,73461,51
63,93886,30
83,65820,3
35,166709,95
65,112163,93
47,161562,18
43,151202,87
51,76833,87
81,141222,1
41,175369,32
24,108217,20
61,148865,92
39,55406,21
32,172282,17
90,69779,55
66,180478,57
41,57135,16
43,120986,81
86,157524,92
26,118886,57
19,177436,36
74,58274,2
68,189877,25
84,147887,44
19,138816,44
83,87975,80
38,141253,26
39,39053,57
61,113273,93
84,190035,1
42,35799,18
81,117484,65
24,98243,82
49,160054,49
46,144493,29
32,78326,83
68,133648,22
30,137054,91
48,138002,85
22,150086,94
89,151633,20
52,186878,12
20,149480,20
90,141159,93
42,178577,63
31,121543,18
52,133942,11
85,199358,49
84,177779,48
89,139653,58
79,123498,13
85,147087,24
39,27367,80
64,158871,38
19,134998,69
78,158735,72
63,195002,30
65,46819,14
74,187046,14
70,188594,59
53,112950,11
51,76146,53
58,141177,84
31,40621,12
69,41245,14
25,66963,28
49,149936,16
87,69459,79
28,105895,88
32,197440,74
43,49218,94
84,168601,3
21,37929,11
88,198315,91
38,163033,61
23,84413,38
45,21049,23
52,109382,7
81,110129,40
35,106469,93
63,142758,31
58,81287,37
29,179469,50
44,31411,17
20,58064,56
49,70578,92
78,48786,65
55,52157,62
49,94900,4
29,153186,21
24,58413,86
54,191369,57
29,36674,54
27,177621,90
20,164530,56
78,70148,68
59,144151,28
71,198322,67
21,30146,34
29,144914,43
89,196042,12
80,122498,88
77,166157,86
67,167814,61
22,94078,38
42,112577,42
54,147584,27
84,154242,63
37,33903,27
82,102156,100
25,31189,51
80,151334,26
34,171210,73
74,25323,34
43,195674,39
64,189881,82
54,93144,93
72,45601,13
55,145373,64
40,22026,29
71,72593,47
45,141184,43
34,185072,83
83,101120,66
65,128923,59
27,108786,14
77,81379,39
69,130285,70
54,26192,71
19,26599,95
70,108388,46
78,157375,75
71,144173,28
22,192166,40
76,99097,88
26,28407,7
71,71852,12
77,144561,60
46,83692,52
81,108514,56
57,125458,99
51,167612,39
25,42575,47
52,96643,28
72,71997,41
39,79966,20
48,43583,62
77,124839,8
52,69683,81
56,59446,47
90,148422,85
52,24574,90
65,50861,29
90,196257,23
45,143360,2
57,149403,14
79,36781,74
87,51043,67
33,61214,89
71,148310,90
19,127564,78
41,66860,50
24,152594,54
57,170546,45
32,168934,39
31,181011,92
60,127852,51
89,164054,51
66,25316,11
49,75885,100
80,157103,97
74,173618,77
27,162585,64
87,180934,69
79,109947,39
23,92523,56
38,122033,46
48,34059,43
54,194032,12
44,135553,95
85,76818,1
18,57916,52
28,100314,60
70,61890,37
39,149086,71
59,42785,70
26,77303,46
18,75022,95
36,146184,44
62,107656,97
60,25538,72
90,158153,77
64,118811,62
52,173043,28
32,173832,70
29,128469,24
30,129006,43
90,24347,73
21,137238,24
31,172777,13
73,47675,21
66,62725,40
19,179203,29
50,91959,49
39,56090,48
81,122073,8
90,184985,55
50,42453,77
77,32206,76
36,102044,22
47,22417,20
71,112988,65
52,93248,46
28,196498,2
76,80972,13
31,47445,52
44,56760,87
86,129626,68
72,171751,52
52,54960,27
86,132309,57
34,69121,49
69,150531,44
46,122155,80
84,170667,10
31,131478,6
57,135246,46
38,68582,22
36,179806,92
53,21829,14
62,126098,74
71,69428,84
32,133103,54
20,23661,42
89,148969,16
55,78452,57
59,173817,3
24,77422,89
66,159216,51
53,24437,20
71,32974,33
49,34406,77
23,52133,44
18,186928,55
47,131528,11
24,115246,30
21,83859,6
68,38682,98
45,148549,88
66,124247,91
51,175388,45
45,135329,100
67,56289,95
20,36956,16
27,118526,20
40,84640,93
24,140497,68
26,192599,5
57,73842,48
90,146104,10
77,75634,94
26,198146,47
82,59440,51
36,185148,43
23,73697,97
22,28146,27
47,158881,23
54,149112,6
37,142577,94
77,24926,89
36,40274,48
46,173593,56
60,190389,66
86,133492,64
63,31450,75
63,57791,55
89,163783,60
27,197650,70
49,114530,55
27,111483,76
48,73728,83
22,108290,65
56,185904,9
80,28846,41
24,77953,99
78,92893,6
72,179246,39
74,96944,8
86,94557,52
19,195200,89
57,165877,30
67,171802,100
30,147995,58
80,199278,40
81,162194,72
86,171518,45
71,106395,18
39,110432,82
85,62283,26
38,192313,15
59,99825,61
87,49026,81
75,94679,4
62,81913,94
87,125927,89
49,20172,83
73,199819,42
58,180230,74
75,127455,96
21,173394,9
70,197585,43
33,192754,74
36,36723,39
38,105401,46
63,71343,48
56,106799,48
73,72355,89
78,21007,58
68,27469,62
69,91586,66
65,21582,62
59,68421,99
85,117987,79
49,59693,74
65,129290,69
88,48643,31
38,119351,19
83,140289,54
37,70304,41
25,58838,37
20,159591,13
18,30781,28
55,46628,71
28,86802,47
73,164811,33
44,155221,3
31,66499,95
90,143090,84
18,186313,2
51,57208,51
47,81757,93
45,99173,11
86,111575,19
30,61552,25
33,148921,32
74,64333,5
28,135113,46
59,46033,1
66,165536,29
65,63160,1
55,158379,29
65,49872,80
77,129233,28
80,198030,96
64,58539,84
75,52588,77
74,21106,64
88,104777,26
21,189017,48
58,179461,93
38,178665,23
89,42551,12
18,149997,93
20,69777,34
89,195422,7
66,139596,43
85,81952,5
71,96766,58
71,21862,39
28,82048,26
81,45482,3
83,150462,93
39,65678,14
65,59502,19
50,186731,76
78,31777,24
47,20686,70
63,57010,21
88,188804,56
87,82188,9
77,118381,81
38,175165,68
60,198680,45
85,136417,97
76,101868,43
31,148795,44
76,129497,1
58,193539,53
81,190468,44
24,80771,35
22,169490,10
21,178013,85
50,148235,73
22,132046,6
30,42331,46
89,110450,61
33,87026,88
60,99372,21
34,122553,8
55,120333,80
85,142102,97
65,66640,29
51,162512,16
86,82970,96
55,174735,63
57,51130,47
18,94246,26
44,75424,92
67,95072,3
64,97599,72
62,61479,82
87,158565,9
71,149941,38
31,122091,43
67,118041,78
73,189242,21
57,37608,2
22,63281,42
68,108250,63
88,140273,88
23,152694,17
26,89642,94
46,80823,46
35,74396,6
74,83200,41
48,47526,39
69,162166,94
90,121646,29
29,25326,8
79,182466,59
38,163723,10
60,46015,91
26,59025,50
60,50007,1
38,33113,6
81,147161,30
50,141602,44
46,166170,56
74,49873,60
84,133518,38
20,43448,65
23,36931,11
49,150924,16
41,72103,5
39,63567,23
69,79077,50
85,128797,63
86,48480,44
20,136881,78
60,166704,99
67,65627,90
87,48578,62
75,148001,36
29,51298,97
49,138043,77
78,128966,45
75,31086,62
45,45188,48
71,151895,42
54,117461,24
49,142600,51
33,120208,71
47,91491,83
59,87480,78
65,168977,49
48,102761,18
61,21971,57
43,160387,71
39,33732,65
45,54309,36
31,45376,89
21,152303,18
46,73907,77
45,129079,15
53,47072,25
42,153326,41
43,116600,10
79,160046,34
84,36386,30
56,121090,64
19,54441,55
36,121285,16
88,183667,1
28,156839,80
58,53800,29
59,133796,56
65,46971,7
73,186531,28
25,37283,68
77,77335,80
81,172943,18
26,146587,50
50,33827,76
26,118245,51
81,57494,46
77,152220,36
35,99451,41
62,38651,100
45,92288,38
55,129976,24
50,27987,64
50,95350,68
41,83963,21
53,151311,9
69,94574,14
60,178237,86
86,161044,5
57,57305,57
89,42499,42
33,78890,3
71,78925,45
50,108866,4
50,129258,89
66,118372,80
19,49861,70
55,141134,7
77,193985,59
41,176260,44
85,183665,56
70,165881,36
35,96924,77
40,106503,85
67,109017,64
63,175382,35
48,48666,69
41,172226,22
67,92224,7
44,195608,89
89,189396,60
86,61405,87
59,158468,66
65,50335,53
37,117522,32
64,73380,82
84,174075,23
83,144095,44
46,54786,22
40,138328,11
32,88225,48
38,167750,93
60,190259,94
58,93912,42
22,124044,48
49,91104,39
62,49640,28
83,43834,80
75,73338,43
83,66852,76
48,181544,85
31,48869,64
30,135044,29
77,182711,70
54,56587,99
79,121454,11
74,45924,62
89,172057,57
72,64175,95
26,109094,36
44,89374,16
56,150601,19
70,68728,13
36,169536,44
75,83635,71
82,41000,94
51,107312,97
54,145745,81
25,38429,26
36,129559,59
64,141675,8
57,104519,89
25,21151,73
59,162139,8
68,113066,90
68,85808,52
33,174797,12
64,114177,22
21,183227,66
57,90634,41
85,72093,93
25,44190,45
56,149625,58
47,169125,34
25,116819,27
20,146953,46
24,151512,62
34,36302,7
53,134546,57
78,156172,92
46,158396,33
43,50497,7
32,70777,77
79,193072,54
68,189131,37
87,180380,89
42,41184,39
85,104387,34
56,86520,70
72,140267,19
48,145006,89
63,168399,16
32,110848,23
41,106700,59
22,87382,100
22,99689,55
54,101285,21
45,76627,32
41,139304,65
62,110070,25
22,191573,93
77,59444,93
66,141861,96
26,177786,65
78,133974,68
73,137797,72
68,51064,65
54,65596,37
18,79825,51
26,117494,48
45,91384,76
61,64012,79
64,28519,9
83,41285,28
84,163293,57
76,157309,14
83,132382,72
45,71919,84
88,128608,10
62,29444,77
84,103265,49
44,39622,98
40,168821,20
58,65036,20
71,35831,11
50,110401,69
45,116854,33
81,40201,40
50,155599,82
74,112347,42
26,179171,1
51,176532,83
60,79239,64
25,162736,3
43,123598,27
22,165667,67
82,41749,60
42,91497,79
53,27064,100
39,188820,23
56,29435,57
42,30823,82
27,95025,7
38,192146,99
70,33513,14
75,131414,37
73,57806,38
86,170067,37
37,169807,37
30,192797,14
31,57776,97
41,76321,30
38,168448,89
81,136365,69
60,124147,67
45,137608,74
73,150387,44
79,158192,86
71,192412,5
76,37583,5
82,58787,85
42,57558,36
50,60462,22
72,181578,36
23,55977,89
85,22507,48
70,95628,60
60,34598,98
42,168458,29
87,127097,8
83,170103,84
41,29921,43
60,48106,61
25,180754,88
88,120893,1
66,71941,3
81,71080,54
22,124942,7
61,115624,85
31,167554,61
77,39291,40
46,91894,61
77,26833,85
84,157750,13
36,171879,80
30,72390,36
44,149341,98
89,86202,53
47,142102,73
63,173324,54
83,155515,83
81,168011,81
51,89063,60
21,101679,89
46,21914,84
43,189992,76
78,119372,92
82,38100,56
84,154764,69
65,117343,20
24,43914,23
40,56978,93
32,147952,2
29,138993,91
82,57620,8
47,149722,50
33,187242,99
27,170020,53
90,138727,15
31,71009,2
37,118439,76
27,142090,49
79,68983,59
42,72121,86
60,20960,84
20,120530,76
45,103857,25
85,156209,56
53,144683,62
25,74602,60
67,30910,78
69,79585,82
75,85833,45
71,150304,99
22,172948,70
55,155192,27
69,178038,2
58,157780,46
43,199214,5
75,49753,38
32,74035,69
34,168635,65
81,77518,5
31,176896,71
24,47282,37
88,86349,36
56,60409,80
80,153831,10
33,186592,95
39,134944,53
59,40259,59
48,72012,88
87,171549,45
78,57075,46
61,105266,88
25,164325,49
74,130880,3
64,20543,69
88,101571,57
59,149597,45
54,54954,8
76,68178,46
41,82803,11
39,84715,40
29,192127,91
49,199573,13
81,178484,82
70,183598,65
18,72866,15
30,175562,93
90,102626,15
81,44514,41
74,28980,33
31,172219,36
44,90053,95
32,20445,58
47,149535,31
80,77981,63
85,133327,93
30,126395,16
39,126426,41
26,47815,37
54,148233,15
38,33980,75
20,59274,94
69,49782,89
56,126556,60
32,110857,67
43,33278,51
34,128016,94
58,32288,79
38,187068,1
19,33037,76
76,69036,60
48,125023,25
63,188891,21
64,149621,80
39,146899,83
43,155757,38
88,47127,14
44,104453,71
77,151246,36
87,22866,58
31,150792,91
40,50027,77
89,193167,10
18,170203,52
40,27323,54
56,117101,55
26,38363,72
26,125880,17
39,167252,24
26,49997,71
40,177037,60
30,116314,18
75,143867,60
69,157043,97
70,160342,63
53,36538,17
86,120223,45
39,186160,27
84,132355,82
21,63239,95
85,37248,26
39,41327,100
36,39531,68
30,178991,67
44,182804,76
90,145731,61
22,28911,9
39,48250,30
29,163619,53
65,135754,97
21,96774,94
69,124624,76
86,125101,94
62,110433,36
52,167707,93
54,68449,17
61,178508,56
49,94482,66
59,33677,24
86,170970,33
76,112308,52
53,112830,56
39,37831,79
38,23738,2
49,25395,61
79,179076,13
29,93689,35
77,70545,47
40,52334,39
60,48997,50
75,31232,6
48,37643,97
19,146976,8
34,24639,8
61,152029,73
27,51953,13
73,20402,48
37,193712,88
26,170583,2
19,132045,17
52,140793,53
31,188489,18
88,179156,91
59,134833,20
60,63097,100
32,48600,54
86,82118,25
72,185747,89
58,174766,77
29,98531,7
49,37168,68
57,47900,53
41,184405,56
61,32850,79
65,174215,76
48,191809,38
27,176979,57
77,80506,63
53,181040,29
78,173818,61
85,174206,73
65,177888,45
18,124274,98
78,111665,52
83,40526,23
76,123900,89
35,46998,34
20,136152,68
47,91085,29
90,72766,79
29,71559,69
68,97277,62
70,72996,53
53,181849,57
25,141681,2
49,92558,20
18,38303,57
26,50066,92
22,172552,48
49,105730,88
51,94191,85
44,164564,18
77,186744,54
21,109217,56
32,145504,11
36,50824,28
44,132809,4
37,108494,79
27,143565,85
34,180227,75
46,48972,2
87,170113,40
85,43583,45
56,81251,96
51,55473,15
56,177413,42
26,112177,99
42,77552,70
69,60363,95
29,179407,72
62,98788,98
54,167059,3
70,30218,91
33,113515,90
24,176544,29
81,163567,42
83,133374,20
18,197622,26
46,151302,48
49,146540,58
27,91704,38
65,32329,52
33,110345,71
25,169034,21
35,190372,48
33,57756,42
79,79969,28
71,181114,29
29,70145,54
87,138361,34
35,93404,92
86,199141,32
72,167283,74
22,115032,35
20,99672,45
69,44988,100
34,150561,15
41,162207,25
85,113099,19
51,69299,87
67,40579,31
83,149280,31
34,147407,17
39,175787,73
18,143504,60
49,104303,4
80,187766,38
74,62089,87
21,75949,47
25,88106,58
49,80811,53
75,80555,28
32,98739,95
22,95326,27
83,25186,30
50,75016,2
25,157147,37
68,89439,76
72,156751,32
52,197076,97
33,163359,60
50,46454,88
71,71975,69
59,69600,72
50,53912,1
35,168451,12
65,185861,26
42,195654,40
31,36849,8
47,187633,15
80,128018,82
86,180641,81
54,193374,81
53,194303,65
48,169021,10
41,146396,50
26,176883,75
58,77666,48
86,89618,30
25,69417,49
71,125620,55
85,142923,65
67,87282,24
77,147360,12
45,61043,26
89,176269,32
84,180961,65
64,74184,4
56,189816,87
46,75480,16
80,51849,59
26,60873,42
84,196453,92
29,78823,24
33,155602,17
70,96953,45
56,34007,84
87,21701,30
50,40260,44
62,105875,45
90,160305,88
31,134749,91
23,147907,54
62,121849,55
30,84733,68
79,82390,87
89,189514,55
64,184800,94
39,174532,16
89,130094,74
37,24170,51
57,150628,60
18,193366,13
25,42672,56
64,110253,55
27,199621,74
60,72894,12
24,31376,66
29,182099,65
76,101794,100
33,170713,40
42,37000,65
50,32658,60
28,92602,18
24,186920,60
56,27626,67
68,92798,83
62,72708,51
41,131781,27
22,140377,35
29,94609,69
30,78162,33
72,113863,52
21,96860,95
30,167920,27
19,49337,9
59,175492,98
75,107235,46
40,183235,87
48,27631,27
27,127407,24
71,181441,63
75,57071,15
82,38671,52
76,132151,17
82,163909,13
20,51616,80
39,156933,91
65,78395,26
77,192417,76
85,151908,90
41,84488,12
72,23966,90
36,186432,79
85,31571,25
48,157398,3
20,86102,90
67,71136,84
64,109955,49
59,83809,55
55,94197,62
54,46327,53
85,52329,15
53,119006,41
84,51330,30
38,147919,85
59,77933,45
40,22470,3
32,50208,45
66,32249,7
68,76073,87
40,116177,68
38,129954,25
44,43876,57
44,27833,100
36,103793,40
74,152126,97
59,172384,92
87,48662,65
21,89626,12
61,75018,20
32,184478,96
56,187105,76
32,62958,76
76,25805,44
37,151485,78
51,27708,55
21,114795,55
63,171664,6
73,39737,100
76,142531,82
49,188218,32
65,77561,38
49,128283,13
58,169983,3
45,32207,87
36,180396,25
48,36002,7
76,142010,20
71,158378,24
57,39061,50
22,72430,35
48,86830,34
88,78811,41
75,61014,64
47,199013,29
38,159767,71
82,84480,66
19,147862,93
19,89768,49
37,177047,47
38,55930,46
69,170584,33
29,25380,25
54,120441,33
72,26017,55
22,181537,87
86,135625,63
22,110987,61
50,93941,100
69,123623,47
29,150800,59
35,131116,25
74,95112,31
67,135760,16
44,89947,3
42,77641,34
76,72216,36
39,124407,19
56,54366,66
56,148363,74
49,45933,84
18,149468,53
54,84074,5
26,114811,91
20,134932,15
58,75788,50
50,160812,94
21,83007,58
32,118829,65
84,37680,20
53,169092,61
23,154729,60
53,179044,68
49,42181,76
62,64403,62
22,152816,96
19,187782,15
74,132442,9
28,150677,57
69,26612,59
70,84672,74
72,87335,12
54,173654,11
33,23519,62
50,89880,78
39,37096,89
23,163723,24
72,107356,59
42,136799,66
61,97921,21
21,126892,47
89,48856,32
53,161148,66
53,66889,60
66,179710,25
90,164578,5
19,183183,2
74,51067,25
82,161692,51
46,136722,70
88,66746,5
35,78354,5
80,170339,27
53,40086,19
84,157124,17
59,155131,71
58,51452,21
62,34658,31
64,133768,83
25,104780,10
58,165893,38
45,28387,25
44,114146,41
44,159566,1
45,37672,97
72,67758,17
80,78107,45
26,61482,100
80,45574,15
22,93041,97
43,109186,97
24,185498,88
28,23672,64
32,104078,55
19,90270,18
83,159797,79
31,89407,33
80,139941,30
73,45910,22
26,177066,90
24,143701,85
21,65691,39
71,141047,26
46,193618,51
29,161228,27
76,189013,40
76,75489,14
88,91691,72
47,121198,41
84,185986,45
37,114092,2
59,39898,70
69,151278,27
86,175981,98
83,112428,81
85,32426,46
83,81572,38
44,81482,100
42,63706,40
41,136835,65
22,161922,22
86,67489,73
32,101052,82
25,117776,66
53,171728,43
34,26978,62
57,184121,27
53,21521,86
36,163146,91
81,82568,31
25,21068,2
80,166869,47
86,105604,37
59,169412,58
47,162856,9
81,133876,75
29,40923,91
58,82986,95
41,52426,19
56,45336,1
36,184430,51
40,74201,52
26,110714,15
85,44717,13
30,72499,73
32,125579,70
90,25955,76
39,149372,4
75,109928,87
56,34683,47
67,20221,94
64,140592,1
59,86752,3
33,108023,47
25,111089,16
23,48750,92
25,92167,49
83,94791,23
29,54806,78
42,31848,75
34,78571,48
46,186220,98
44,62846,90
53,110564,27
78,59085,68
22,82922,97
31,75747,19
58,131486,12
19,60113,72
60,108776,85
21,64239,98
33,166384,51
64,119430,58
24,23171,60
61,151290,76
35,146747,36
89,192904,20
43,39329,12
59,124797,44
83,44599,54
31,66734,96
77,103885,1
79,168216,48
77,156749,100
36,147928,82
62,145722,5
83,59717,55
26,110765,55
56,68412,89
32,170822,86
44,88647,96
28,74274,56
73,127386,98
25,181174,1
70,48965,35
31,60774,66
68,116773,33
82,165707,28
49,146536,34
48,74628,66
29,34713,82
69,118631,96
81,25446,70
37,90112,61
83,140264,73
23,129547,65
85,39629,90
39,140407,84
73,85051,66
29,197175,75
53,65177,30
67,162972,55
30,191385,23
42,111066,86
35,163604,93
77,97080,99
46,118552,43
66,186886,43
58,174120,55
18,31004,9
44,173319,28
79,57555,38
58,104897,15
49,32601,87
60,122978,96
45,144351,65
24,198041,15
26,102485,87
27,106768,41
79,181345,59
80,168229,25
21,25565,52
18,174301,55
40,159991,66
21,72166,92
79,100096,7
63,69467,35
41,57596,40
42,76937,39
41,48815,40
85,121775,73
69,175679,36
39,67160,24
20,197042,91
52,133242,57
86,69020,37
90,115968,50
54,90415,28
47,95167,66
18,54340,65
23,87266,66
27,179215,36
82,176612,56
83,101586,32
40,166513,33
22,189414,50
46,193183,12
54,76751,9
21,146006,77
58,92832,29
80,33566,23
36,34352,52
53,36834,19
20,139977,91
66,156388,80
23,150013,9
64,140349,88
32,101020,59
55,89694,38
22,197456,76
51,113899,37
43,40561,5
35,71191,15
42,100684,61
36,24247,13
51,162562,64
37,175983,53
71,174559,1
53,181621,70
48,35589,22
55,106105,72
76,65065,81
60,177525,95
25,177678,4
77,119211,61
62,120080,60
79,25506,15
77,57023,1
62,92947,91
65,37745,62
25,32913,1
53,96696,57
85,91566,26
88,109388,55
73,152729,1
36,170197,100
60,116946,68
30,38755,72
90,62889,29
85,49008,97
75,35172,57
28,150670,10
37,103573,98
74,181613,42
29,31828,76
58,120684,49
29,58293,100
64,194506,97
69,195270,78
68,184312,65
59,127095,30
47,57911,36
27,48624,41
84,196985,62
37,135173,16
41,77644,10
69,192924,74
35,36635,72
85,81933,17
56,134755,7
57,187034,56
60,189822,46
50,148776,61
90,191530,65
20,162450,73
87,90117,34
34,97134,28
90,81591,41
90,85698,7
28,98079,99
27,144694,69
41,81760,48
64,28976,6
29,173133,56
65,34875,20
57,165206,71
77,110780,8
25,184044,69
73,104467,9
25,23787,19
81,37455,5
33,124731,88
34,112385,100
82,26622,19
